Timestamp	Date	Time	Traffic_Volume	Average_Speed_MPH	Congestion_Level
2022-10-01 15:30:00	2022-10-01	15:30:00	49	61.2	Low
2022-10-01 15:45:00	2022-10-01	15:45:00	48	56.1	Low
2022-10-01 16:00:00	2022-10-01	16:00:00	72	60.4	Low
2022-10-01 16:15:00	2022-10-01	16:15:00	80	56.2	Low
2022-10-01 16:30:00	2022-10-01	16:30:00	58	60.2	Low
2022-10-01 16:45:00	2022-10-01	16:45:00	75	56.5	Low
2022-10-01 17:00:00	2022-10-01	17:00:00	71	51.5	Low
2022-10-01 17:15:00	2022-10-01	17:15:00	56	55.9	Low
2022-10-01 17:30:00	2022-10-01	17:30:00	71	58.7	Low
2022-10-01 17:45:00	2022-10-01	17:45:00	89	55.1	Low
2022-10-01 18:00:00	2022-10-01	18:00:00	81	59.1	Low
2022-10-01 18:15:00	2022-10-01	18:15:00	105	54	Low
2022-10-01 18:30:00	2022-10-01	18:30:00	43	57.1	Low
2022-10-01 18:45:00	2022-10-01	18:45:00	94	51.6	Low
2022-10-01 19:00:00	2022-10-01	19:00:00	106	52.9	Low
2022-10-01 19:15:00	2022-10-01	19:15:00	100	46.4	Low
2022-10-01 19:30:00	2022-10-01	19:30:00	106	57.7	Low
2022-10-01 19:45:00	2022-10-01	19:45:00	75	57.6	Low
2022-10-01 20:00:00	2022-10-01	20:00:00	124	54.2	Medium
2022-10-01 20:15:00	2022-10-01	20:15:00	132	44.9	Medium
2022-10-01 20:30:00	2022-10-01	20:30:00	149	51.4	Medium
2022-10-01 20:45:00	2022-10-01	20:45:00	119	57.8	Low
2022-10-01 21:00:00	2022-10-01	21:00:00	131	45.8	Medium
2022-10-01 21:15:00	2022-10-01	21:15:00	136	51.4	Medium
2022-10-01 21:30:00	2022-10-01	21:30:00	157	46.7	Medium
2022-10-01 21:45:00	2022-10-01	21:45:00	148	43.1	Medium
2022-10-01 22:00:00	2022-10-01	22:00:00	142	49.9	Medium
2022-10-01 22:15:00	2022-10-01	22:15:00	157	49.2	Medium
2022-10-01 22:30:00	2022-10-01	22:30:00	151	45.6	Medium
2022-10-01 22:45:00	2022-10-01	22:45:00	164	49.4	Medium
2022-10-01 23:00:00	2022-10-01	23:00:00	133	44.5	Medium
2022-10-01 23:15:00	2022-10-01	23:15:00	139	44.3	Medium
2022-10-01 23:30:00	2022-10-01	23:30:00	138	49.3	Medium
2022-10-01 23:45:00	2022-10-01	23:45:00	122	50.8	Medium
2022-10-02 0:00:00	2022-10-02	0:00:00	131	47.6	Medium
2022-10-02 0:15:00	2022-10-02	0:15:00	131	52.1	Medium
2022-10-02 0:30:00	2022-10-02	0:30:00	127	51.8	Medium
2022-10-02 0:45:00	2022-10-02	0:45:00	123	53.2	Medium
2022-10-02 1:00:00	2022-10-02	1:00:00	83	54.9	Low
2022-10-02 1:15:00	2022-10-02	1:15:00	98	55.4	Low
2022-10-02 1:30:00	2022-10-02	1:30:00	99	52.1	Low
2022-10-02 1:45:00	2022-10-02	1:45:00	92	60.4	Low
2022-10-02 2:00:00	2022-10-02	2:00:00	80	53.2	Low
2022-10-02 2:15:00	2022-10-02	2:15:00	88	61	Low
2022-10-02 2:30:00	2022-10-02	2:30:00	110	52.3	Low
2022-10-02 2:45:00	2022-10-02	2:45:00	85	51	Low
2022-10-02 3:00:00	2022-10-02	3:00:00	69	61.1	Low
2022-10-02 3:15:00	2022-10-02	3:15:00	64	57.9	Low
2022-10-02 3:30:00	2022-10-02	3:30:00	37	63.2	Low
2022-10-02 3:45:00	2022-10-02	3:45:00	65	61.1	Low
2022-10-02 4:00:00	2022-10-02	4:00:00	60	59	Low
2022-10-02 4:15:00	2022-10-02	4:15:00	96	52	Low
2022-10-02 4:30:00	2022-10-02	4:30:00	57	61.3	Low
2022-10-02 4:45:00	2022-10-02	4:45:00	64	57.5	Low
2022-10-02 5:00:00	2022-10-02	5:00:00	65	59.5	Low
2022-10-02 5:15:00	2022-10-02	5:15:00	48	52.9	Low
2022-10-02 5:30:00	2022-10-02	5:30:00	83	56.7	Low
2022-10-02 5:45:00	2022-10-02	5:45:00	77	54.1	Low
2022-10-02 6:00:00	2022-10-02	6:00:00	94	59	Low
2022-10-02 6:15:00	2022-10-02	6:15:00	68	58.9	Low
2022-10-02 6:30:00	2022-10-02	6:30:00	103	53.7	Low
2022-10-02 6:45:00	2022-10-02	6:45:00	61	59.3	Low
2022-10-02 7:00:00	2022-10-02	7:00:00	113	48.8	Low
2022-10-02 7:15:00	2022-10-02	7:15:00	137	53.9	Medium
2022-10-02 7:30:00	2022-10-02	7:30:00	90	60.5	Low
2022-10-02 7:45:00	2022-10-02	7:45:00	96	55	Low
2022-10-02 8:00:00	2022-10-02	8:00:00	128	54.8	Medium
2022-10-02 8:15:00	2022-10-02	8:15:00	119	49.4	Low
2022-10-02 8:30:00	2022-10-02	8:30:00	104	50.5	Low
2022-10-02 8:45:00	2022-10-02	8:45:00	128	50.2	Medium
2022-10-02 9:00:00	2022-10-02	9:00:00	128	51.4	Medium
2022-10-02 9:15:00	2022-10-02	9:15:00	151	46.2	Medium
2022-10-02 9:30:00	2022-10-02	9:30:00	130	51.4	Medium
2022-10-02 9:45:00	2022-10-02	9:45:00	167	46.4	Medium
2022-10-02 10:00:00	2022-10-02	10:00:00	138	45.9	Medium
2022-10-02 10:15:00	2022-10-02	10:15:00	145	49.6	Medium
2022-10-02 10:30:00	2022-10-02	10:30:00	162	48.7	Medium
2022-10-02 10:45:00	2022-10-02	10:45:00	131	50.2	Medium
2022-10-02 11:00:00	2022-10-02	11:00:00	147	51.3	Medium
2022-10-02 11:15:00	2022-10-02	11:15:00	163	42.3	Medium
2022-10-02 11:30:00	2022-10-02	11:30:00	119	52.5	Low
2022-10-02 11:45:00	2022-10-02	11:45:00	146	44.5	Medium
2022-10-02 12:00:00	2022-10-02	12:00:00	131	46.4	Medium
2022-10-02 12:15:00	2022-10-02	12:15:00	139	46.9	Medium
2022-10-02 12:30:00	2022-10-02	12:30:00	108	49.6	Low
2022-10-02 12:45:00	2022-10-02	12:45:00	107	50.9	Low
2022-10-02 13:00:00	2022-10-02	13:00:00	112	51.3	Low
2022-10-02 13:15:00	2022-10-02	13:15:00	109	54.8	Low
2022-10-02 13:30:00	2022-10-02	13:30:00	108	51.4	Low
2022-10-02 13:45:00	2022-10-02	13:45:00	110	47.4	Low
2022-10-02 14:00:00	2022-10-02	14:00:00	72	60	Low
2022-10-02 14:15:00	2022-10-02	14:15:00	85	52.6	Low
2022-10-02 14:30:00	2022-10-02	14:30:00	86	54.8	Low
2022-10-02 14:45:00	2022-10-02	14:45:00	71	58.1	Low
2022-10-02 15:00:00	2022-10-02	15:00:00	94	54.6	Low
2022-10-02 15:15:00	2022-10-02	15:15:00	73	59.8	Low
2022-10-02 15:30:00	2022-10-02	15:30:00	48	60.8	Low
2022-10-02 15:45:00	2022-10-02	15:45:00	75	53.7	Low
2022-10-02 16:00:00	2022-10-02	16:00:00	45	66.3	Low
2022-10-02 16:15:00	2022-10-02	16:15:00	71	57.3	Low
2022-10-02 16:30:00	2022-10-02	16:30:00	77	55.6	Low
2022-10-02 16:45:00	2022-10-02	16:45:00	47	62.4	Low
2022-10-02 17:00:00	2022-10-02	17:00:00	80	56.4	Low
2022-10-02 17:15:00	2022-10-02	17:15:00	72	57.8	Low
2022-10-02 17:30:00	2022-10-02	17:30:00	78	63.4	Low
2022-10-02 17:45:00	2022-10-02	17:45:00	94	53.2	Low
2022-10-02 18:00:00	2022-10-02	18:00:00	78	54.9	Low
2022-10-02 18:15:00	2022-10-02	18:15:00	71	57.1	Low
2022-10-02 18:30:00	2022-10-02	18:30:00	69	60.2	Low
2022-10-02 18:45:00	2022-10-02	18:45:00	70	52.3	Low
2022-10-02 19:00:00	2022-10-02	19:00:00	103	47.1	Low
2022-10-02 19:15:00	2022-10-02	19:15:00	110	50.4	Low
2022-10-02 19:30:00	2022-10-02	19:30:00	109	47.4	Low
2022-10-02 19:45:00	2022-10-02	19:45:00	117	50.1	Low
2022-10-02 20:00:00	2022-10-02	20:00:00	127	51.7	Medium
2022-10-02 20:15:00	2022-10-02	20:15:00	149	44.9	Medium
2022-10-02 20:30:00	2022-10-02	20:30:00	123	46.4	Medium
2022-10-02 20:45:00	2022-10-02	20:45:00	168	45.6	Medium
2022-10-02 21:00:00	2022-10-02	21:00:00	153	49.7	Medium
2022-10-02 21:15:00	2022-10-02	21:15:00	131	44.6	Medium
2022-10-02 21:30:00	2022-10-02	21:30:00	127	52.6	Medium
2022-10-02 21:45:00	2022-10-02	21:45:00	151	49.8	Medium
2022-10-02 22:00:00	2022-10-02	22:00:00	146	50.8	Medium
2022-10-02 22:15:00	2022-10-02	22:15:00	160	50	Medium
2022-10-02 22:30:00	2022-10-02	22:30:00	157	53.3	Medium
2022-10-02 22:45:00	2022-10-02	22:45:00	148	46.7	Medium
2022-10-02 23:00:00	2022-10-02	23:00:00	131	50	Medium
2022-10-02 23:15:00	2022-10-02	23:15:00	121	49.6	Medium
2022-10-02 23:30:00	2022-10-02	23:30:00	137	49	Medium
2022-10-02 23:45:00	2022-10-02	23:45:00	156	51.4	Medium
2022-10-03 0:00:00	2022-10-03	0:00:00	215	35.9	Medium
2022-10-03 0:15:00	2022-10-03	0:15:00	193	39.9	Medium
2022-10-03 0:30:00	2022-10-03	0:30:00	215	44	Medium
2022-10-03 0:45:00	2022-10-03	0:45:00	218	42.6	Medium
2022-10-03 1:00:00	2022-10-03	1:00:00	161	45.1	Medium
2022-10-03 1:15:00	2022-10-03	1:15:00	177	46.9	Medium
2022-10-03 1:30:00	2022-10-03	1:30:00	175	45.6	Medium
2022-10-03 1:45:00	2022-10-03	1:45:00	157	51.2	Medium
2022-10-03 2:00:00	2022-10-03	2:00:00	142	48.7	Medium
2022-10-03 2:15:00	2022-10-03	2:15:00	145	51.2	Medium
2022-10-03 2:30:00	2022-10-03	2:30:00	153	55.1	Medium
2022-10-03 2:45:00	2022-10-03	2:45:00	153	48.9	Medium
2022-10-03 3:00:00	2022-10-03	3:00:00	89	54.8	Low
2022-10-03 3:15:00	2022-10-03	3:15:00	95	56.1	Low
2022-10-03 3:30:00	2022-10-03	3:30:00	117	50.3	Low
2022-10-03 3:45:00	2022-10-03	3:45:00	117	58.5	Low
2022-10-03 4:00:00	2022-10-03	4:00:00	107	53.1	Low
2022-10-03 4:15:00	2022-10-03	4:15:00	157	45.9	Medium
2022-10-03 4:30:00	2022-10-03	4:30:00	108	49.9	Low
2022-10-03 4:45:00	2022-10-03	4:45:00	117	54.6	Low
2022-10-03 5:00:00	2022-10-03	5:00:00	124	53.1	Medium
2022-10-03 5:15:00	2022-10-03	5:15:00	119	49.6	Low
2022-10-03 5:30:00	2022-10-03	5:30:00	105	54.5	Low
2022-10-03 5:45:00	2022-10-03	5:45:00	121	46.4	Medium
2022-10-03 6:00:00	2022-10-03	6:00:00	125	51	Medium
2022-10-03 6:15:00	2022-10-03	6:15:00	133	50.8	Medium
2022-10-03 6:30:00	2022-10-03	6:30:00	130	55	Medium
2022-10-03 6:45:00	2022-10-03	6:45:00	138	46.6	Medium
2022-10-03 7:00:00	2022-10-03	7:00:00	209	36.8	Medium
2022-10-03 7:15:00	2022-10-03	7:15:00	146	45.3	Medium
2022-10-03 7:30:00	2022-10-03	7:30:00	185	39.4	Medium
2022-10-03 7:45:00	2022-10-03	7:45:00	150	51.5	Medium
2022-10-03 8:00:00	2022-10-03	8:00:00	205	45.7	Medium
2022-10-03 8:15:00	2022-10-03	8:15:00	228	39.4	High
2022-10-03 8:30:00	2022-10-03	8:30:00	213	43.8	Medium
2022-10-03 8:45:00	2022-10-03	8:45:00	196	42.5	Medium
2022-10-03 9:00:00	2022-10-03	9:00:00	229	38	High
2022-10-03 9:15:00	2022-10-03	9:15:00	250	34.8	High
2022-10-03 9:30:00	2022-10-03	9:30:00	228	37.5	High
2022-10-03 9:45:00	2022-10-03	9:45:00	243	32	High
2022-10-03 10:00:00	2022-10-03	10:00:00	250	36.6	High
2022-10-03 10:15:00	2022-10-03	10:15:00	240	36.9	High
2022-10-03 10:30:00	2022-10-03	10:30:00	282	34.3	High
2022-10-03 10:45:00	2022-10-03	10:45:00	259	35.1	High
2022-10-03 11:00:00	2022-10-03	11:00:00	209	40.1	Medium
2022-10-03 11:15:00	2022-10-03	11:15:00	242	34.2	High
2022-10-03 11:30:00	2022-10-03	11:30:00	230	38.4	High
2022-10-03 11:45:00	2022-10-03	11:45:00	252	37.8	High
2022-10-03 12:00:00	2022-10-03	12:00:00	200	38.2	Medium
2022-10-03 12:15:00	2022-10-03	12:15:00	210	40.8	Medium
2022-10-03 12:30:00	2022-10-03	12:30:00	220	40	High
2022-10-03 12:45:00	2022-10-03	12:45:00	225	36.6	High
2022-10-03 13:00:00	2022-10-03	13:00:00	156	45	Medium
2022-10-03 13:15:00	2022-10-03	13:15:00	169	46	Medium
2022-10-03 13:30:00	2022-10-03	13:30:00	167	42.1	Medium
2022-10-03 13:45:00	2022-10-03	13:45:00	165	46.8	Medium
2022-10-03 14:00:00	2022-10-03	14:00:00	163	43.3	Medium
2022-10-03 14:15:00	2022-10-03	14:15:00	143	51.5	Medium
2022-10-03 14:30:00	2022-10-03	14:30:00	118	58.2	Low
2022-10-03 14:45:00	2022-10-03	14:45:00	151	44.8	Medium
2022-10-03 15:00:00	2022-10-03	15:00:00	141	50.2	Medium
2022-10-03 15:15:00	2022-10-03	15:15:00	125	48.2	Medium
2022-10-03 15:30:00	2022-10-03	15:30:00	87	58	Low
2022-10-03 15:45:00	2022-10-03	15:45:00	102	49.3	Low
2022-10-03 16:00:00	2022-10-03	16:00:00	119	52.6	Low
2022-10-03 16:15:00	2022-10-03	16:15:00	89	52	Low
2022-10-03 16:30:00	2022-10-03	16:30:00	106	52	Low
2022-10-03 16:45:00	2022-10-03	16:45:00	111	49	Low
2022-10-03 17:00:00	2022-10-03	17:00:00	96	56.3	Low
2022-10-03 17:15:00	2022-10-03	17:15:00	109	49.8	Low
2022-10-03 17:30:00	2022-10-03	17:30:00	61	59.5	Low
2022-10-03 17:45:00	2022-10-03	17:45:00	94	53	Low
2022-10-03 18:00:00	2022-10-03	18:00:00	133	49.1	Medium
2022-10-03 18:15:00	2022-10-03	18:15:00	118	51.7	Low
2022-10-03 18:30:00	2022-10-03	18:30:00	161	43.9	Medium
2022-10-03 18:45:00	2022-10-03	18:45:00	116	52.1	Low
2022-10-03 19:00:00	2022-10-03	19:00:00	168	50	Medium
2022-10-03 19:15:00	2022-10-03	19:15:00	176	42.1	Medium
2022-10-03 19:30:00	2022-10-03	19:30:00	196	45.6	Medium
2022-10-03 19:45:00	2022-10-03	19:45:00	153	51.6	Medium
2022-10-03 20:00:00	2022-10-03	20:00:00	229	35.8	High
2022-10-03 20:15:00	2022-10-03	20:15:00	212	35.9	Medium
2022-10-03 20:30:00	2022-10-03	20:30:00	197	42.9	Medium
2022-10-03 20:45:00	2022-10-03	20:45:00	219	37.8	Medium
2022-10-03 21:00:00	2022-10-03	21:00:00	242	42.4	High
2022-10-03 21:15:00	2022-10-03	21:15:00	230	38.3	High
2022-10-03 21:30:00	2022-10-03	21:30:00	240	34.6	High
2022-10-03 21:45:00	2022-10-03	21:45:00	234	34.3	High
2022-10-03 22:00:00	2022-10-03	22:00:00	251	39	High
2022-10-03 22:15:00	2022-10-03	22:15:00	259	33.1	High
2022-10-03 22:30:00	2022-10-03	22:30:00	273	33.3	High
2022-10-03 22:45:00	2022-10-03	22:45:00	231	40.9	High
2022-10-03 23:00:00	2022-10-03	23:00:00	271	31.9	High
2022-10-03 23:15:00	2022-10-03	23:15:00	210	40.4	Medium
2022-10-03 23:30:00	2022-10-03	23:30:00	237	37.3	High
2022-10-03 23:45:00	2022-10-03	23:45:00	248	38.1	High
2022-10-04 0:00:00	2022-10-04	0:00:00	216	41.6	Medium
2022-10-04 0:15:00	2022-10-04	0:15:00	203	40.7	Medium
2022-10-04 0:30:00	2022-10-04	0:30:00	209	40.8	Medium
2022-10-04 0:45:00	2022-10-04	0:45:00	205	40	Medium
2022-10-04 1:00:00	2022-10-04	1:00:00	166	41.2	Medium
2022-10-04 1:15:00	2022-10-04	1:15:00	187	44	Medium
2022-10-04 1:30:00	2022-10-04	1:30:00	180	49.7	Medium
2022-10-04 1:45:00	2022-10-04	1:45:00	164	43.2	Medium
2022-10-04 2:00:00	2022-10-04	2:00:00	150	45.2	Medium
2022-10-04 2:15:00	2022-10-04	2:15:00	142	45.8	Medium
2022-10-04 2:30:00	2022-10-04	2:30:00	149	49.8	Medium
2022-10-04 2:45:00	2022-10-04	2:45:00	146	49.3	Medium
2022-10-04 3:00:00	2022-10-04	3:00:00	97	53.2	Low
2022-10-04 3:15:00	2022-10-04	3:15:00	101	50.5	Low
2022-10-04 3:30:00	2022-10-04	3:30:00	121	51.2	Medium
2022-10-04 3:45:00	2022-10-04	3:45:00	119	46.4	Low
2022-10-04 4:00:00	2022-10-04	4:00:00	99	53.9	Low
2022-10-04 4:15:00	2022-10-04	4:15:00	101	55.8	Low
2022-10-04 4:30:00	2022-10-04	4:30:00	119	47.4	Low
2022-10-04 4:45:00	2022-10-04	4:45:00	91	49.8	Low
2022-10-04 5:00:00	2022-10-04	5:00:00	118	56	Low
2022-10-04 5:15:00	2022-10-04	5:15:00	107	50.7	Low
2022-10-04 5:30:00	2022-10-04	5:30:00	106	56	Low
2022-10-04 5:45:00	2022-10-04	5:45:00	126	49.8	Medium
2022-10-04 6:00:00	2022-10-04	6:00:00	149	47.1	Medium
2022-10-04 6:15:00	2022-10-04	6:15:00	149	48.9	Medium
2022-10-04 6:30:00	2022-10-04	6:30:00	157	44	Medium
2022-10-04 6:45:00	2022-10-04	6:45:00	137	49.4	Medium
2022-10-04 7:00:00	2022-10-04	7:00:00	185	42.3	Medium
2022-10-04 7:15:00	2022-10-04	7:15:00	170	41.2	Medium
2022-10-04 7:30:00	2022-10-04	7:30:00	179	45.1	Medium
2022-10-04 7:45:00	2022-10-04	7:45:00	173	44	Medium
2022-10-04 8:00:00	2022-10-04	8:00:00	213	39.7	Medium
2022-10-04 8:15:00	2022-10-04	8:15:00	221	35.6	High
2022-10-04 8:30:00	2022-10-04	8:30:00	200	46.4	Medium
2022-10-04 8:45:00	2022-10-04	8:45:00	243	39.3	High
2022-10-04 9:00:00	2022-10-04	9:00:00	224	41.8	High
2022-10-04 9:15:00	2022-10-04	9:15:00	221	38.3	High
2022-10-04 9:30:00	2022-10-04	9:30:00	257	29.8	High
2022-10-04 9:45:00	2022-10-04	9:45:00	251	41.6	High
2022-10-04 10:00:00	2022-10-04	10:00:00	259	34.6	High
2022-10-04 10:15:00	2022-10-04	10:15:00	259	32.5	High
2022-10-04 10:30:00	2022-10-04	10:30:00	249	37.2	High
2022-10-04 10:45:00	2022-10-04	10:45:00	236	41	High
2022-10-04 11:00:00	2022-10-04	11:00:00	241	36.8	High
2022-10-04 11:15:00	2022-10-04	11:15:00	229	42.1	High
2022-10-04 11:30:00	2022-10-04	11:30:00	254	38.6	High
2022-10-04 11:45:00	2022-10-04	11:45:00	237	34.1	High
2022-10-04 12:00:00	2022-10-04	12:00:00	200	39.6	Medium
2022-10-04 12:15:00	2022-10-04	12:15:00	207	43.7	Medium
2022-10-04 12:30:00	2022-10-04	12:30:00	218	31.4	Medium
2022-10-04 12:45:00	2022-10-04	12:45:00	204	40.8	Medium
2022-10-04 13:00:00	2022-10-04	13:00:00	162	41.8	Medium
2022-10-04 13:15:00	2022-10-04	13:15:00	178	42.8	Medium
2022-10-04 13:30:00	2022-10-04	13:30:00	178	43.3	Medium
2022-10-04 13:45:00	2022-10-04	13:45:00	167	44.4	Medium
2022-10-04 14:00:00	2022-10-04	14:00:00	130	48.2	Medium
2022-10-04 14:15:00	2022-10-04	14:15:00	140	45.4	Medium
2022-10-04 14:30:00	2022-10-04	14:30:00	115	58.5	Low
2022-10-04 14:45:00	2022-10-04	14:45:00	116	57.1	Low
2022-10-04 15:00:00	2022-10-04	15:00:00	99	50	Low
2022-10-04 15:15:00	2022-10-04	15:15:00	106	57.4	Low
2022-10-04 15:30:00	2022-10-04	15:30:00	114	50.5	Low
2022-10-04 15:45:00	2022-10-04	15:45:00	132	50	Medium
2022-10-04 16:00:00	2022-10-04	16:00:00	112	51.7	Low
2022-10-04 16:15:00	2022-10-04	16:15:00	97	51.7	Low
2022-10-04 16:30:00	2022-10-04	16:30:00	99	56.4	Low
2022-10-04 16:45:00	2022-10-04	16:45:00	84	55.6	Low
2022-10-04 17:00:00	2022-10-04	17:00:00	109	50.9	Low
2022-10-04 17:15:00	2022-10-04	17:15:00	105	48.8	Low
2022-10-04 17:30:00	2022-10-04	17:30:00	114	49	Low
2022-10-04 17:45:00	2022-10-04	17:45:00	97	48.8	Low
2022-10-04 18:00:00	2022-10-04	18:00:00	145	48.1	Medium
2022-10-04 18:15:00	2022-10-04	18:15:00	160	42.7	Medium
2022-10-04 18:30:00	2022-10-04	18:30:00	135	48.5	Medium
2022-10-04 18:45:00	2022-10-04	18:45:00	143	52.4	Medium
2022-10-04 19:00:00	2022-10-04	19:00:00	185	47	Medium
2022-10-04 19:15:00	2022-10-04	19:15:00	168	45.3	Medium
2022-10-04 19:30:00	2022-10-04	19:30:00	178	44	Medium
2022-10-04 19:45:00	2022-10-04	19:45:00	175	50.2	Medium
2022-10-04 20:00:00	2022-10-04	20:00:00	213	41.7	Medium
2022-10-04 20:15:00	2022-10-04	20:15:00	200	40.7	Medium
2022-10-04 20:30:00	2022-10-04	20:30:00	212	36	Medium
2022-10-04 20:45:00	2022-10-04	20:45:00	219	40.6	Medium
2022-10-04 21:00:00	2022-10-04	21:00:00	261	37	High
2022-10-04 21:15:00	2022-10-04	21:15:00	254	33.5	High
2022-10-04 21:30:00	2022-10-04	21:30:00	272	34.1	High
2022-10-04 21:45:00	2022-10-04	21:45:00	228	37.3	High
2022-10-04 22:00:00	2022-10-04	22:00:00	263	33.8	High
2022-10-04 22:15:00	2022-10-04	22:15:00	252	28.1	High
2022-10-04 22:30:00	2022-10-04	22:30:00	282	31.4	High
2022-10-04 22:45:00	2022-10-04	22:45:00	237	40.3	High
2022-10-04 23:00:00	2022-10-04	23:00:00	227	36.6	High
2022-10-04 23:15:00	2022-10-04	23:15:00	230	38.3	High
2022-10-04 23:30:00	2022-10-04	23:30:00	208	38.5	Medium
2022-10-04 23:45:00	2022-10-04	23:45:00	232	39	High
2022-10-05 0:00:00	2022-10-05	0:00:00	201	40.9	Medium
2022-10-05 0:15:00	2022-10-05	0:15:00	214	37.2	Medium
2022-10-05 0:30:00	2022-10-05	0:30:00	217	43.7	Medium
2022-10-05 0:45:00	2022-10-05	0:45:00	240	39.8	High
2022-10-05 1:00:00	2022-10-05	1:00:00	189	41.1	Medium
2022-10-05 1:15:00	2022-10-05	1:15:00	166	47.1	Medium
2022-10-05 1:30:00	2022-10-05	1:30:00	161	47.8	Medium
2022-10-05 1:45:00	2022-10-05	1:45:00	182	45.7	Medium
2022-10-05 2:00:00	2022-10-05	2:00:00	117	46.3	Low
2022-10-05 2:15:00	2022-10-05	2:15:00	164	48.9	Medium
2022-10-05 2:30:00	2022-10-05	2:30:00	155	45.2	Medium
2022-10-05 2:45:00	2022-10-05	2:45:00	130	48.8	Medium
